Nom_du_POI,Categories_de_POI,Latitude,Longitude,Adresse_postale,Code_postal_et_commune,Periodes_regroupees,Covid19_mesures_specifiques,Createur_de_la_donnee,SIT_diffuseur,Date_de_mise_a_jour,Contacts_du_POI,Classements_du_POI,Description,URI_ID_du_POI,Telephone_Final
Le Séchoir du Dropt,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,44.65209,0.34822,779 Route d'Eymet,47800#La Sauvetat-du-Dropt,,,OT du Pays de Lauzun,SIRTAQUI Nouvelle-Aquitaine,2026-01-19,Le Séchoir du Dropt#https://www.lesechoirdudropt.fr/<>https://www.airbnb.fr/rooms/1364567098065243196?source_impression_id=p3_1744294973_P3dLgVbFVNkxdCgZ|Madame Catherine BECONNE#https://www.lesechoirdudropt.fr/<>https://www.airbnb.fr/rooms/1364567098065243196?source_impression_id=p3_1744294973_P3dLgVbFVNkxdCgZ,3 étoiles#Classement officiel des hébergements touristiques,"À la Sauvetat-du-Dropt, à proximité des commerces et de la Dordogne, venez séjourner dans cet ancien séchoir à tabac datant du 1922 avec tout le confort. La maison dispose d’une piscine chauffée de mai à septembre avec espaces détente. C’est le lieu idéal pour partir à la découverte de la région.",https://data.datatourisme.fr/23/440208a4-6681-3be8-926b-f4ac0e2b1f9d,09 80 65 24 31
La Maison du Mestrot,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,44.18875,0.58219,8 Allée du Mestrot,47310#Estillac,,,ADRT Lot et Garonne (47),SIRTAQUI Nouvelle-Aquitaine,2026-01-07,#https://www.airbnb.fr/rooms/1390227910349077511?viralityEntryPoint=1&unique_share_id=01CDF289-A8BE-4B00-A757-F5EECCEF65AE&slcid=9ef5aee25e6b43dca4f2e812ddc37882&s=76&feature=share&adults=1&channel=native&slug=w010fGSf&source_impression_id=p3_1743577537_P3mS4vSIEKIcKwBO|La Maison du Mestrot#https://www.airbnb.fr/rooms/1390227910349077511?viralityEntryPoint=1&unique_share_id=01CDF289-A8BE-4B00-A757-F5EECCEF65AE&slcid=9ef5aee25e6b43dca4f2e812ddc37882&s=76&feature=share&adults=1&channel=native&slug=w010fGSf&source_impression_id=p3_1743577537_P3mS4vSIEKIcKwBO,4 étoiles#Classement officiel des hébergements touristiques,"A 15 minutes du centre-ville d'Agen et du péage de l'autoroute, la Maison du Mestrot est idéalement située, dans un environnement calme. A 500 m du parc Walygator, d'Aqualand et du Monky, complexe indoor multi activités.",https://data.datatourisme.fr/23/97339d9a-0cdb-30f0-8b95-2e24afad7132,02 27 91 03 49
Le Rachet 1820,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,43.556,-0.91795,541 Lieu-dit Rachet,40290#Habas,,,OT Pays d'Orthe et Arrigans,SIRTAQUI Nouvelle-Aquitaine,2026-01-01,#https://www.airbnb.fr/rooms/50262586?adults=1&s=42&unique_share_id=DDCFEB06-4669-49FA-8196-6774D59C7115&_branch_match_id=1395699063192601616&_branch_referrer=H4sIAAAAAAAAA8soKSkottLXT0zKS9LLTdXPMPP39%2FLP9vUuTLKvK0pNSy0qysxLj08qyi8vTi2ydU1JTwUA9F3B6DMAAAA%3D|Le Rachet 1820#https://www.airbnb.fr/rooms/50262586?adults=1&s=42&unique_share_id=DDCFEB06-4669-49FA-8196-6774D59C7115&_branch_match_id=1395699063192601616&_branch_referrer=H4sIAAAAAAAAA8soKSkottLXT0zKS9LLTdXPMPP39%2FLP9vUuTLKvK0pNSy0qysxLj08qyi8vTi2ydU1JTwUA9F3B6DMAAAA%3D,3 étoiles#Classement officiel des hébergements touristiques,"Bienvenue au Rachet 1820 , lodge situé à Habas dans le Sud des Landes où vous pourrez profiter d'une vue imprenable sur les Pyrénées sur un domaine de 2 hectares. Logement avec deux belles chambres et une grande pièce de vie baignée de lumière.",https://data.datatourisme.fr/23/1621dab4-a169-3d24-b95e-61068c24a3e6,06 31 92 60 16
Hôtel Campanile,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,44.511105,0.13531207,Avenue François Mitterrand D813 - Route de Bordeaux,47200#Marmande,,,OT Val de Garonne,SIRTAQUI Nouvelle-Aquitaine,2026-02-02,Hôtel Campanile#http://www.campanile.fr/<>https://marmande.campanile.com/fr-fr/?psafe_param=1&gclsrc=aw.ds&sr=SEAGOOGLECAFR&gclsrc=aw.ds&kClkId=230503121439616334&kVsId=230503121439615277&gclid=CjwKCAjwjMiiBhA4EiwAZe6jQ9WY61YwVChblnZSes-t2DY9FNRmrFw0NxBR-iI8qqaxI_qjBRPrwxoCFo4QAvD_BwE,3 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/23/b25c5af7-97e9-3ed0-9ce5-26edff38c12d,05 03 12 14 39
Gîte Le Pavillon,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,44.0339203,0.3706695,Rue de la Mairie,47600#Moncrabeau,,,OT de l'Albret,SIRTAQUI Nouvelle-Aquitaine,2026-01-29,Madame Edith GASNIER#https://www.gites-de-france-47.com/<>http://www.gites-de-france-47.com/gite-rural-gasnier-edith-a-moncrabeau-dans-Coeur-d-Albret-844001.html<>https://www.facebook.com/pages/G%C3%AEte-Le-Pavillon-Moncrabeau/461306757238972|Gîte Le Pavillon#https://www.gites-de-france-47.com/<>http://www.gites-de-france-47.com/gite-rural-gasnier-edith-a-moncrabeau-dans-Coeur-d-Albret-844001.html<>https://www.facebook.com/pages/G%C3%AEte-Le-Pavillon-Moncrabeau/461306757238972,3 étoiles#Classement officiel des hébergements touristiques|Gîtes de France#Gîtes de France,,https://data.datatourisme.fr/23/339864cd-870b-399b-8e77-7306b8af4003,06 75 72 38 97
Village Vacances Ceveo,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#ClubOrHolidayVillage|https://www.datatourisme.fr/ontology/core#CollectiveAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,44.2169894,-1.2927441,18 rue des Marsouins,40200#Mimizan,,,OT Mimizan,SIRTAQUI Nouvelle-Aquitaine,2026-01-16,Village Vacances Ceveo#https://www.ceveo.com/village/village-vacances-de-mimizan-plage<>https://thelisresa.webcamp.fr/formulaire.php?TYPE_CAMPING=1&TYPE_LOCATION=2&simpleSearch=0&duration=7&typecamping=0&typelocation=1&type=2&sites%5B%5D=5788&nb_pers=undefined&lang=fr&lang=fr&tolerance=4&_ga=2.151802672.889571673.1717675108-933691819.1717675105&_ga=2.151802672.889571673.1717675108-9336,3 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/23/f2c8b872-dc4d-356e-ba69-3db79ea7f9c7,08 93 36 91 81
Camping Dorrondeguy,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,43.368536,-1.7473974,Route de la Glacière,64700#Hendaye,,,Hendaye Tourisme & Commerce,SIRTAQUI Nouvelle-Aquitaine,2026-01-01,Camping Dorrondeguy#http://www.camping-dorrondeguy.com/<>https://thelisresa.webcamp.fr/list.php?camping=dorrondeguy&lang=fr&begin=2025-09-11&end=2025-09-18&type=2&_ga=2.195050540.1672675242.1757584141-580878573.1757584141&_gl=1*6hrme3*_ga*NTgwODc4NTczLjE3NTc1ODQxNDE.*_ga_SZ5DJJYQP0*czE3NTc1ODQxNDEkbzEkZzAkdDE3NTc1ODQxNDEkajYwJGwwJGgw&PHPSESSID=5tf1igb8gd1,3 étoiles#Classement officiel des hébergements touristiques|Famille plus#Famille plus,,https://data.datatourisme.fr/23/3ba76daa-7bef-39f3-b01f-f56a787259eb,05 05 40 16 72
Gîte Prune d'Ente,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,44.316215,0.4439731,40 rue de Dominipech Lieu-dit Saint-Vincent,47320#Bourran,,,ADRT Lot et Garonne (47),SIRTAQUI Nouvelle-Aquitaine,2026-01-07,Gîte Prune d'Ente#https://www.pigeonnier-st-vincent.fr/bnb/bnb-4-4<>https://www.airbnb.fr/rooms/1114957032468833199?guests=1&adults=1&s=67&unique_share_id=d0bc212e-e138-4ad5-830d-fabeb1062764<>https://www.booking.com/Share-1Gy6Jj|Madame Christine GRILLIAT#https://www.pigeonnier-st-vincent.fr/bnb/bnb-4-4<>https://www.airbnb.fr/rooms/1114957032468833199?guests=1&adults=1&s=67&unique_share_id=d0bc212e-e138-4ad5-830d-fabeb1062764<>https://www.booking.com/Share-1Gy6Jj,4 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/23/c42f21b7-9c0f-3252-81e5-ef359876ae8b,03 24 68 83 31
La K'ase du Baudet,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,46.556736,0.3700691,203 bis route Nouaillé,86550#Mignaloux-Beauvoir,,,Office de Tourisme de Grand Poitiers,SIRTAQUI Nouvelle-Aquitaine,2026-01-26,La K'ase du Baudet#https://www.airbnb.fr/rooms/603973301160319738?adults=2&children=0&infants=0&check_in=2023-04-22&check_out=2023-04-29&federated_search_id=bfd06458-996c-4554-8497-f6b551fea55f&source_impression_id=p3_1654457484_Mrbvc6DjSHNn0f12,4 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/23/d0ad2fa1-9fbf-3dfa-8a16-de26d99646be,03 97 33 01 16
T3 - 1 à 4 pers. - DEJ308/F,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,43.80483,-1.14359,308 Rue Jean Laboirie Gite la Maison du Tilleul,40990#Herm,,,OT Grand Dax,SIRTAQUI Nouvelle-Aquitaine,2026-02-09,#https://www.facebook.com/La-maison-du-Tilleul-G%C3%AEte-%C3%A0-Herm-dans-Les-Landes-107047461143604|T3 - 1 à 4 pers. - DEJ308/F#https://www.facebook.com/La-maison-du-Tilleul-G%C3%AEte-%C3%A0-Herm-dans-Les-Landes-107047461143604,3 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/23/35427bc0-c9ca-3260-ae70-bb5c5a6b9d51,07 04 74 61 14
Gîte Les Cyprès de la Petite Toscane,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,44.75631,-0.03873,1 Lieu-dit Le Petit Gourdin,33540#Mauriac,,,OT de l'Entre-deux-Mers,SIRTAQUI Nouvelle-Aquitaine,2026-02-10,Gîte Les Cyprès de la Petite Toscane#https://gites-la-petite-toscane-mauriac.fr/<>https://gites-la-petite-toscane-mauriac.fr/fra/reservations<>https://fr.airbnb.be/rooms/852844056001923426?adults=1&children=0&enable_m3_private_room=true&infants=0&location=Mauriac%2C%20France&pets=0&check_in=2023-06-24&check_out=2023-06-29&federated_search_id=f83ad453-8754-48a6-8c05-d2f8fa8bbdc1&source_impression_id=p3_1683647398_aC7eX8AdET1vhyQ0|#https://gites-la-petite-toscane-mauriac.fr/<>https://gites-la-petite-toscane-mauriac.fr/fra/reservations<>https://fr.airbnb.be/rooms/852844056001923426?adults=1&children=0&enable_m3_private_room=true&infants=0&location=Mauriac%2C%20France&pets=0&check_in=2023-06-24&check_out=2023-06-29&federated_search_id=f83ad453-8754-48a6-8c05-d2f8fa8bbdc1&source_impression_id=p3_1683647398_aC7eX8AdET1vhyQ0,3 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/23/d5698345-0b53-3428-81dd-78e3c937286c,05 60 01 92 34
Gîte Les Hortensias de la Petite Toscane,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,44.75631,-0.03873,1 Lieu-dit Le Petit Gourdin,33540#Mauriac,,,OT de l'Entre-deux-Mers,SIRTAQUI Nouvelle-Aquitaine,2026-02-10,Gîte Les Hortensias de la Petite Toscane#https://gites-la-petite-toscane-mauriac.fr/<>https://gites-la-petite-toscane-mauriac.fr/fra/contact<>https://www.airbnb.fr/rooms/852942640269192829?adults=1&children=0&enable_m3_private_room=true&infants=0&location=France&pets=0&check_in=2023-06-24&check_out=2023-06-29&federated_search_id=9d1cdfea-13ae-4d1f-8060-8699e7cd9496&source_impression_id=p3_1684491104_KgYBkEOZQnd9yHHR|#https://gites-la-petite-toscane-mauriac.fr/<>https://gites-la-petite-toscane-mauriac.fr/fra/contact<>https://www.airbnb.fr/rooms/852942640269192829?adults=1&children=0&enable_m3_private_room=true&infants=0&location=France&pets=0&check_in=2023-06-24&check_out=2023-06-29&federated_search_id=9d1cdfea-13ae-4d1f-8060-8699e7cd9496&source_impression_id=p3_1684491104_KgYBkEOZQnd9yHHR,3 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/23/c00ee462-2896-3f9d-9fa5-1329624de8b5,02 69 19 28 29
Gîte Les Rosiers de la Petite Toscane,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,44.75631,-0.03873,1 Lieu-dit Le Petit Gourdin,33540#Mauriac,,,OT de l'Entre-deux-Mers,SIRTAQUI Nouvelle-Aquitaine,2026-02-09,Gîte Les Rosiers de la Petite Toscane#https://gites-la-petite-toscane-mauriac.fr/<>https://gites-la-petite-toscane-mauriac.fr/fra/reservations<>https://www.airbnb.fr/rooms/846960928164228590?adults=1&children=0&enable_m3_private_room=true&infants=0&location=Mauriac%2C%20France&pets=0&check_in=2023-06-24&check_out=2023-06-29&federated_search_id=177b1431-5109-4e0b-aff5-b729b0b813b0&source_impression_id=p3_1684486849_HC%2BgIJZE8jlxfMQB|#https://gites-la-petite-toscane-mauriac.fr/<>https://gites-la-petite-toscane-mauriac.fr/fra/reservations<>https://www.airbnb.fr/rooms/846960928164228590?adults=1&children=0&enable_m3_private_room=true&infants=0&location=Mauriac%2C%20France&pets=0&check_in=2023-06-24&check_out=2023-06-29&federated_search_id=177b1431-5109-4e0b-aff5-b729b0b813b0&source_impression_id=p3_1684486849_HC%2BgIJZE8jlxfMQB,3 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/23/d63b97d5-9d65-391d-86f0-d77f795bee14,09 28 16 42 28
Appartement Pernot,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,43.4940896,-1.502157,2 bis rue Francis Jammes Résidence Château Lardach - Bât. H,64600#Anglet,,,OT Anglet,SIRTAQUI Nouvelle-Aquitaine,2024-12-17,PERNOT 06405064-02421-0097#|Appartement Pernot#,3 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/23/f64dea0a-4b1a-39f0-9873-aba9d3f887fd,06 40 50 64 02
Le séchoir de l'Engranne,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,44.6862974,-0.16441,15 Lieu-dit Estebelingue,33540#Castelviel,,,OT de l'Entre-deux-Mers,SIRTAQUI Nouvelle-Aquitaine,2026-02-06,#https://le-sechoir-de-lengranne.amenitiz.io/fr/booking/room<>https://lesechoirdelengranne.com/<>https://www.gites-de-france-gironde.com/location-Gite-Castelviel-Gironde-33G3254.html<>https://www.airbnb.fr/rooms/887380542204201645?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-11-07&check_out=2023-11-12&source_impression_id=p3_1699109136_GqnJDd%2FFR7gsAsbY&previous_page_section_name=1000&federated_search_id=5a441a16-5e69-423c-8cbb-f916494174c2|Le séchoir de l'Engranne#https://le-sechoir-de-lengranne.amenitiz.io/fr/booking/room<>https://lesechoirdelengranne.com/<>https://www.gites-de-france-gironde.com/location-Gite-Castelviel-Gironde-33G3254.html<>https://www.airbnb.fr/rooms/887380542204201645?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-11-07&check_out=2023-11-12&source_impression_id=p3_1699109136_GqnJDd%2FFR7gsAsbY&previous_page_section_name=1000&federated_search_id=5a441a16-5e69-423c-8cbb-f916494174c2,4 étoiles#Classement officiel des hébergements touristiques|Gîtes de France#Gîtes de France|4 épis / Premium#Gîtes de France,,https://data.datatourisme.fr/23/738832d7-2206-3dc5-9d80-f87e123fe71a,05 42 20 42 01
Camping du Futur,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,46.6560017,0.3020807,9 rue des Bois,86170#Avanton,,,Office de Tourisme du Haut-Poitou,SIRTAQUI Nouvelle-Aquitaine,2026-02-11,Camping du Futur#http://www.camping-du-futur.com/<>https://bookingpremium.secureholiday.net/fr/10689/?_ga=2.262217540.979025117.1613925464-2097718855.1611603619,3 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/23/0c10b142-3075-33ad-81ee-2803ae562103,02 51 17 16 13
