Nom_du_POI,Categories_de_POI,Latitude,Longitude,Adresse_postale,Code_postal_et_commune,Periodes_regroupees,Covid19_mesures_specifiques,Createur_de_la_donnee,SIT_diffuseur,Date_de_mise_a_jour,Contacts_du_POI,Classements_du_POI,Description,URI_ID_du_POI
Pequena Casa (La),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.174765,55.288052,"7, lotissement Bougainvilliers chemin du Buisson",97436#Saint-Leu,,,Soubik,ADT Réunion,2020-02-27,Pequena Casa (La)#,2 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/54/11fd1d53-f170-3b2c-9e96-a0f7881e8b46
Mille Fleurs (Les),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Guesthouse|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/BedAndBreakfast,-21.24928897,55.38847093,"231, route du Maniron",97427#L'Étang-Salé,,,Soubik,ADT Réunion,2023-02-07,Mille Fleurs (Les)#,2 épis#Gîtes de France,,https://data.datatourisme.fr/54/2d7ab785-9f17-34e0-832d-11f251f3d6f6
Mille Fleurs (Les),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Guesthouse|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#TableHotes|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/BedAndBreakfast,-21.24928897,55.38847093,"231, route du Maniron",97427#L'Étang-Salé,,,Soubik,ADT Réunion,2023-02-07,Mille Fleurs (Les)#http://les-mille-fleurs.allonslareunion.com/,,,https://data.datatourisme.fr/54/aec5a7fc-e63a-3773-8160-1de37eb370dc
Bougainvillée (La),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.22632056,55.32103476,"192, rue Adrien Lagourgue",97424#Saint-Leu,,,Soubik,ADT Réunion,2020-04-01,Bougainvillée (La)#http://perso.wanadoo.fr/reunion.location.gite,3 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/54/8af868b9-7174-35c9-ad3b-10d9151399a5
Zakacias (Les),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Guesthouse|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/BedAndBreakfast,-21.23065561,55.5785375,"89, Petite Ferme - CD 36",97418#Le Tampon,,,Soubik,ADT Réunion,2023-02-07,Zakacias (Les)#,3 épis / Confort#Gîtes de France,,https://data.datatourisme.fr/54/8c4b6558-d560-3dfb-b20f-567dc7170540
36 la Baie,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.010231,55.266502,"36, rue de la Baie",97460#Saint-Paul,,,Soubik,ADT Réunion,2020-03-10,36 la Baie#,2 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/54/b4e3b2fe-f84c-3408-b78a-79a574c01db4
Villa Paille en Queue (La),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.029487,55.226367,"32 bis, allée des Paille en Queue - Résidence Cap Champagne",97434#Saint-Paul,,,Soubik,ADT Réunion,2022-01-21,Villa Paille en Queue (La)#http://www.lavillapailleenqueue.com/,4 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/54/bcfdfcbc-3d64-3748-abb5-249048b04329
Kaz Ti Martin Dé O La Réunion (La),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.211792,55.540855,"258, chemin Frappier de Montbenoît",97418#Le Tampon,,,Soubik,ADT Réunion,2023-05-05,Kaz Ti Martin Dé O La Réunion (La)#,2 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/54/d8040202-f037-3b9f-a05c-c2e3c2b5597a
Bleu des Tropiques,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.348,55.484,10 rue Kichenin Vaillant,97410#Saint-Pierre,,,Soubik,ADT Réunion,2020-03-19,Bleu des Tropiques#,4 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/54/d807fccb-8485-3da5-9553-2179ea79de34
Villa Roméo,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Guesthouse|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/BedAndBreakfast,-21.246667,55.360833,"159, chemin de Ligne - Ravine Sèche",97427#L'Étang-Salé,,,Soubik,ADT Réunion,2023-03-30,Villa Roméo#http://www.villaromeo.fr/,4 Clés#Clévacances,,https://data.datatourisme.fr/54/daff1e29-fa56-35e0-9548-4d12d480b1ee
Val'rie (Le),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.35953069,55.56126133,"73, Rue François Hoarau",97429#Petite-Île,,,Soubik,ADT Réunion,2023-02-07,Val'rie (Le)#,3 épis / Confort#Gîtes de France,,https://data.datatourisme.fr/54/14f16f32-921b-386c-aa70-1b9a1ac2919d
Métispot - City Break Luxury,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.046384,55.219355,"23, rue des Sables - Grand Fond",97434#Saint-Paul,,,Soubik,ADT Réunion,2020-02-28,Métispot - City Break Luxury#http://www.metispot.com/,4 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/54/0681a068-81a3-3b88-82c7-4f82b71cdfb7
Estagnon (L'),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Guesthouse|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/BedAndBreakfast,-21.227594,55.512017,"197, chemin Henri Cabeu",97418#Le Tampon,,,Soubik,ADT Réunion,2023-02-09,Estagnon (L')#,3 épis / Confort#Gîtes de France,,https://data.datatourisme.fr/54/07fb9406-fbd1-33c9-a1bb-0f90adde2384
Terrasses de Niagara (Les) - Le Cardinal,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-20.917,55.606,"12, chemin Marencourt",97441#Sainte-Suzanne,,,Soubik,ADT Réunion,2019-11-04,Terrasses de Niagara (Les) - Le Cardinal#http://www.terrasses-niagara.com/,3 épis / Confort#Gîtes de France,,https://data.datatourisme.fr/54/0819d81b-fb7b-3418-a64d-55105711b779
Terrasses de Niagara (Les) - Le Tec Tec,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-20.917,55.606,"12, chemin Marencourt",97441#Sainte-Suzanne,,,Soubik,ADT Réunion,2019-11-04,Terrasses de Niagara (Les) - Le Tec Tec#http://www.terrasses-niagara.com/,3 épis / Confort#Gîtes de France,,https://data.datatourisme.fr/54/34a29d7e-245d-398d-9621-b139e201a63e
Relais des Cimes (Le),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,-21.06627596,55.51848337,"67, rue Général de Gaulle",97433#Salazie,,,Soubik,ADT Réunion,2022-10-07,Relais des Cimes (Le)#http://www.relaisdescimes.com/,2 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/54/08c1f704-0cf8-3d1f-b724-fbc47ea43ccb
Relais des Cimes (Le),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.06627596,55.51848337,"67, rue Général de Gaulle",97433#Salazie,,,Soubik,ADT Réunion,2022-09-05,Relais des Cimes (Le)#http://www.relaisdescimes.com/,,,https://data.datatourisme.fr/54/1bf678f0-fb70-3979-bb46-744ad47e0b99
Gîte Le Verval n°8,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.27291955,55.45116185,"72, rue Verval",97421#Saint-Louis,,,Soubik,ADT Réunion,2023-02-28,Gîte Le Verval n°8#http://www.giteleverval.fr/,3 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/54/24d2f16a-38a0-3db9-9957-0652e00727ba
Gîte Le Verval n°6,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.27291955,55.45116185,"72, rue Verval",97421#Saint-Louis,,,Soubik,ADT Réunion,2023-02-28,Gîte Le Verval n°6#http://www.giteleverval.fr/,3 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/54/86a71239-b7a5-3907-a7d8-5b81716235f8
Gîte Le Verval,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.27291955,55.45116185,"72, rue Verval",97421#Saint-Louis,,,Soubik,ADT Réunion,2019-10-10,Gîte Le Verval#http://www.giteleverval.fr/,3 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/54/95af15af-2ced-3799-b2f7-58256d8539bd
Gîte Le Verval n°9,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.27291955,55.45116185,"72, rue Verval",97421#Saint-Louis,,,Soubik,ADT Réunion,2023-02-28,Gîte Le Verval n°9#http://www.giteleverval.fr/,3 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/54/97610e37-c977-3892-b324-8dc5c7c39e50
Gîte Le Verval n°12,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.27291955,55.45116185,"72, rue Verval",97421#Saint-Louis,,,Soubik,ADT Réunion,2023-02-28,Gîte Le Verval n°12#http://www.giteleverval.fr/,3 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/54/6deea220-f2f5-36c5-ad88-bbf535a610ba
Gîte Le Verval n°5,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.27291955,55.45116185,"72, rue Verval",97421#Saint-Louis,,,Soubik,ADT Réunion,2023-02-28,Gîte Le Verval n°5#http://www.giteleverval.fr/,3 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/54/eedf5f56-cf97-36b5-9915-4279a806d759
Cariole (La),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.329016,55.489062,"7, allée des Muguets",97410#Saint-Pierre,,,Soubik,ADT Réunion,2020-05-05,Cariole (La)#,3 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/54/265b89b7-9e2c-3a45-b1d2-839eb1e4c6c9
Ti Nid (Le),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.023811,55.269808,"37, avenue des Moutardiers - Plateau Caillou",97460#Saint-Paul,,,Soubik,ADT Réunion,2019-10-10,Ti Nid (Le)#,2 Clés#Clévacances,,https://data.datatourisme.fr/54/26e708b4-6846-308e-8335-fe46c58be877
Case Passion (La),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Guesthouse|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/BedAndBreakfast,-21.023811,55.269808,"37, avenue des Moutardiers - Plateau Caillou",97460#Saint-Paul,,,Soubik,ADT Réunion,2019-10-10,Case Passion (La)#http://www.lacasepassion.fr/,,,https://data.datatourisme.fr/54/93d3d89e-156b-3da7-9928-62077e2316e2
Kaz Suprise (La),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.159962,55.307142,699 chemin de la Surprise,97436#Saint-Leu,,,Soubik,ADT Réunion,2020-02-28,Kaz Suprise (La)#,3 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/54/81a777bb-c19b-3ea0-9f0b-7352b6a83bca
Meublé Mckay,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.09721,55.242142,"44, lotissement les Salines - Trou d'Eau",97434#Saint-Paul,,,Soubik,ADT Réunion,2019-10-10,Meublé Mckay#,2 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/54/8b4d37cd-2fff-31bf-bbdb-4bb807f1fe19
Hôtel Floralys,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,-21.264975,55.33421248,"2, avenue de l’Océan",97427#L'Étang-Salé,,,Soubik,ADT Réunion,2022-01-24,Hôtel Floralys#http://www.floralys.re/,3 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/54/09a87268-f430-31dc-b7cf-79b84b12a8b1
Ilot (L'),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.264975,55.33421248,"2, avenue de l’Océan",97427#L'Étang-Salé,,,Soubik,ADT Réunion,2021-12-14,Ilot (L')#http://www.hotel-floralys.com/,,,https://data.datatourisme.fr/54/cc7bb2ae-b6ec-37d1-94bd-846b71e1c2b8
